,choice_fighter_name,fstar_parlay,choice_ev,choice_real_odds,parlay_net_odds,pred_winner,choice_proba,parlay_prob,parlay_ev,date,winner,fstar_net,choice_decimal_odds
1,ignacio bahamondes,0.09939372254533789,0.10153754000000009,1.8,-1.0,0,0.6119653,0.427366377271751,0.24119780981869265,2025-06-21,1.0,-0.09939372254533789,1.8
4,joshua van,0.087449725619186,0.3053242775,2.05,2.3076687116564414,0,0.63674355,0.4780984933690635,0.5813914276069361,2025-06-28,0.0,0.087449725619186,2.05
8,terrance mckinney,0.087449725619186,0.21149315527607354,1.6134969325153374,2.3076687116564414,1,0.75084937,0.4780984933690635,0.5813914276069361,2025-06-28,1.0,0.087449725619186,1.6134969325153374
3,steve garcia,0.11386853108220124,0.09800425185185185,1.7407407407407407,1.4660493827160495,0,0.6307684,0.48112042632836,0.18646673035913475,2025-07-12,0.0,0.11386853108220124,1.7407407407407407
1,morgan charriere,0.11386853108220124,0.08056660833333334,1.4166666666666667,1.4660493827160495,0,0.7627529,0.48112042632836,0.18646673035913475,2025-07-12,0.0,0.11386853108220124,1.4166666666666667
1,max holloway,0.0021620323632017668,0.10912406818181786,1.9090909090909087,1.6295025728987986,1,0.58096975,0.38163995832659997,0.003523252340784877,2025-07-19,1.0,0.0021620323632017668,1.9090909090909087
0,brendan allen,0.0021620323632017668,-0.09521100377358499,1.3773584905660377,1.6295025728987986,0,0.6569016,0.38163995832659997,0.003523252340784877,2025-07-19,0.0,0.0021620323632017668,1.3773584905660377
4,petr yan,0.14013462986562764,0.13420411999999993,1.2857142857142856,-1.0,1,0.88215876,0.628526119140864,0.26987930193766374,2025-07-26,1.0,-0.14013462986562764,1.2857142857142856
9,amanda ribas,0.14013462986562764,0.11962148571428566,1.5714285714285714,-1.0,1,0.7124864,0.628526119140864,0.26987930193766374,2025-07-26,0.0,-0.14013462986562764,1.5714285714285714
5,neil magny,0.07344060668710378,0.6010192879999998,2.4,2.999999999999999,1,0.66709137,0.47532788388792296,0.9013115355516914,2025-08-02,1.0,0.07344060668710378,2.4
8,karol rosa,0.07344060668710378,0.18756316666666634,1.6666666666666663,2.999999999999999,1,0.7125379,0.47532788388792296,0.9013115355516914,2025-08-02,1.0,0.07344060668710378,1.6666666666666663
8,jean matsumoto,0.15761224136874113,0.09659680000000004,1.4444444444444444,0.8055555555555556,0,0.7591824,0.6633936994535999,0.19779417956899992,2025-08-09,0.0,0.15761224136874113,1.4444444444444444
9,joselyne edwards,0.15761224136874113,0.09228312499999994,1.25,0.8055555555555556,1,0.8738265,0.6633936994535999,0.19779417956899992,2025-08-09,1.0,0.15761224136874113,1.25
